ល.រ ក្រុមហ៊ុន/សហគ្រាស,ល.រ មុខសញ្ញា,ឈ្មោះក្រុមហ៊ុន/សហគ្រាស,អាស័យដ្ឋានក្រុមហ៊ុន/សហគ្រាស,រាជធានី/ខេត្ត,ឈ្មោះម្ចាស់ក្រុមហ៊ុន/សហគ្រាស,តួនាទី,លេខទូរស័ព្ទ,មុខសញ្ញាជាឧបករណ៍មាត្រាសាស្ត្រ ឬទំនិញវេចខ្ចប់,ឈ្មោះឧបករណ៍មាត្រាសាស្ត្រ/ទំនិញវេចខ្ចប់,ម៉ាក/ម៉ូដែល/លេខស៊េរី,ប្រទេសផលិតដើម,ឆ្នាំផលិត,សមត្ថភាពរង្វាស់រង្វាល់,កម្រិតលម្អៀង/សុក្រឹតភាព,លេខចុះបញ្ជីមាត្រាសាស្ត្រ,ថ្ងៃ/ខែ/ឆ្នាំចុះបញ្ជីមាត្រាសាស្ត្រ,លេខវិញ្ញាបនបត្រ,ថ្ងៃ/ខែ/ឆ្នាំចាប់ផ្ដើមមានសុពលភាព,ស្ថានភាព,Verification
271,64,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Schweppes,Schweppes,38,2026,330ml,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
271,65,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Schweppes,Schweppes,38,2026,250ml/330ml/350ml/390ml/600ml,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
271,66,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Schweppes,Schweppes,38,2026,250ml/330ml/350ml/390ml/600ml,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
271,67,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Sprite,Sprite,38,2026,185ml/250ml/330ml/350ml/390ml/600ml/1.5ml/2.25ml,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
271,68,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Thums Up Charged,Thums Up Charged Berry Bolt,38,2026,185ml/250ml/330ml/350ml/390ml/600ml/1.5ml/,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
271,69,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Thums Up Charged,Thums Up Charged Fruity Blast,38,2026,185ml/250ml/330ml/350ml/390ml/600ml/1.5ml/,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
271,70,ខេមបូឌា បេវេរេដ ខមប៉ានី លីមីធីត,ផ្លូវជាតិលេខ៤ ភូមិបឹងធំទី១ សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ,ភ្នំពេញ,Yi Jin,ប្រធានក្រុមប្រឹក្សាភិបាល,098463125,ទំនិញវេចខ្ចប់,Dasani,Dasani,38,2026,350ml/500ml/1500ml,,រង់ចាំការអនុម័ត,46213.11998,42,2023-09-11,SUBMITTED,
281,1,            ស្ថានីយប្រេងឥន្ទនៈ ចែ ផល្លា,              ផ្លូវលេខ១៤៤០  ភូមិអូរសំរ៉ែ  ឃុំក្សេមក្សាន្ដ  ក្រុងឧដុង្គម៉ែជ័យ   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក.​ វង វ៉ុន,ម្ចាស់ដេប៉ូប្រេងឥន្ទនៈ,0962398430,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,1315901,45,2015,5.45L/min,±1.0%,CMRC20261468,46213.27215,1468.មមជ.2026,2023-03-01,COMPLETED,FF0rZxJTT8SR9RNdxS2MZXUsDTEWv74P
281,2,            ស្ថានីយប្រេងឥន្ទនៈ ចែ ផល្លា,              ផ្លូវលេខ១៤៤០  ភូមិអូរសំរ៉ែ  ឃុំក្សេមក្សាន្ដ  ក្រុងឧដុង្គម៉ែជ័យ   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក.​ វង វ៉ុន,ម្ចាស់ដេប៉ូប្រេងឥន្ទនៈ,0962398430,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,1315901,45,2015,5.45L/min,±1.0%,CMRC20261468,46213.27215,1468.មមជ.2026,2023-03-01,COMPLETED,FF0rZxJTT8SR9RNdxS2MZXUsDTEWv74P
281,3,            ស្ថានីយប្រេងឥន្ទនៈ ចែ ផល្លា,              ផ្លូវលេខ១៤៤០  ភូមិអូរសំរ៉ែ  ឃុំក្សេមក្សាន្ដ  ក្រុងឧដុង្គម៉ែជ័យ   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក.​ វង វ៉ុន,ម្ចាស់ដេប៉ូប្រេងឥន្ទនៈ,0962398430,ទំនិញវេចខ្ចប់,គ្មាន,គ្មាន,38,2026,គ្មាន,,CMRC20261468,46213.27215,1468.មមជ.2026,2023-03-01,COMPLETED,FF0rZxJTT8SR9RNdxS2MZXUsDTEWv74P
291,1,       ដេប៉ូទិញ លក់កសិផល ងួន វណ្ណៈ ៩៥,N/A ភូមិត្រពាំងឫស្សី ឃុំក្រយា ស្រុកសន្ទុក ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ឃុន ឃាង,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,066994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,អេស ស្រ៊ី,45,2011,80T,Class III,CMRC20261460,46214.11826,1460.មមជ.2026,2016-04-22,COMPLETED,lVigmfrb7DwFZfUT2IxGWVdL9YJpcfO8
291,2,       ដេប៉ូទិញ លក់កសិផល ងួន វណ្ណៈ ៩៥,N/A ភូមិត្រពាំងឫស្សី ឃុំក្រយា ស្រុកសន្ទុក ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ឃុន ឃាង,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,066994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2011,N/A,,CMRC20261460,46214.11826,1460.មមជ.2026,2016-04-22,COMPLETED,lVigmfrb7DwFZfUT2IxGWVdL9YJpcfO8
301,1,ដេប៉ូទិញ លក់កសិផល ឈាង សុវណ្ណឈុនអ៊ី,              ភូមិទំអរ  ឃុំទំរីង  ស្រុកសណ្ដាន់  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ឈាង សុវណ្ណឈុនអ៊ី,ម្ចាស់ដេប៉ូទិញ លក់កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),098994757,ឧបករណ៍មាត្រាសាស្ត្រ,ជញ្ជីងថ្លឹងរថយន្ត,អេស ស្រ៊ី,45,2015,80T,Class III,CMRC20261458,46214.11922,1458.មមជ.2026,2022-05-11,COMPLETED,qodYAAghdVydi26TnXXqiAxemxNN8qc0
301,2,ដេប៉ូទិញ លក់កសិផល ឈាង សុវណ្ណឈុនអ៊ី,              ភូមិទំអរ  ឃុំទំរីង  ស្រុកសណ្ដាន់  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ឈាង សុវណ្ណឈុនអ៊ី,ម្ចាស់ដេប៉ូទិញ លក់កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),098994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2015,N/A,,CMRC20261458,46214.11922,1458.មមជ.2026,2022-05-11,COMPLETED,qodYAAghdVydi26TnXXqiAxemxNN8qc0
311,1,           ដេប៉ូទិញ លក់ កសិផល ងួន វណ្ណៈ,       ភូមិត្រពាំងឫស្សី   ឃុំក្រយា   ស្រុកសន្ទុក   ខេត្តកំពង់ធំ,កំពង់ធំ,លោកស្រី ហេង រចនា,ម្ចាស់ដេប៉ូទិញ​ លក់ កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),066994757,ឧបករណ៍មាត្រាសាស្ត្រ,ជញ្ជីងថ្លឹងរថយន្ត,អេស ស្រ៊ី,45,2011,80T,Class III,CMRC20261459,46214.12046,1459.មមជ.2026,2022-11-02,COMPLETED,QtAMH0fFpF5BkFs2nYm8vnV0bv8jqAna
311,2,           ដេប៉ូទិញ លក់ កសិផល ងួន វណ្ណៈ,       ភូមិត្រពាំងឫស្សី   ឃុំក្រយា   ស្រុកសន្ទុក   ខេត្តកំពង់ធំ,កំពង់ធំ,លោកស្រី ហេង រចនា,ម្ចាស់ដេប៉ូទិញ​ លក់ កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),066994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2011,N/A,,CMRC20261459,46214.12046,1459.មមជ.2026,2022-11-02,COMPLETED,QtAMH0fFpF5BkFs2nYm8vnV0bv8jqAna
321,1,             ដេប៉ូប្រេងឥន្ធនៈ ជុំ សុខកេង,         ភូមិកំពង់ឈើទាល  ឃុំសំបូរណ៍  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោកស្រី ជុំ សុខកេង,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2014,4L-40L/1min,±0.5%,CMRC20261461,46216.08152,1461.មមជ.2026,2020-06-19,COMPLETED,gNQIm3JxA54mQL6OjYUvIUnCVNxhJzJ6
321,2,             ដេប៉ូប្រេងឥន្ធនៈ ជុំ សុខកេង,         ភូមិកំពង់ឈើទាល  ឃុំសំបូរណ៍  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោកស្រី ជុំ សុខកេង,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2014,N/A,,CMRC20261461,46216.08152,1461.មមជ.2026,2020-06-19,COMPLETED,gNQIm3JxA54mQL6OjYUvIUnCVNxhJzJ6
331,1,              ដេប៉ូប្រេងឥន្ធនៈ ឡុង សុនីតា,          ភូមិសំបូរ  ឃុំសំបូរណ៍  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក លិន ឡុង,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,092994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2014,4L-40L/1min,±0.5%,CMRC20261462,46216.08218,1462.មមជ.2026,2024-05-02,COMPLETED,K988MDsT8wZEkbsVe09nsvHBafbiAt1u
331,2,              ដេប៉ូប្រេងឥន្ធនៈ ឡុង សុនីតា,          ភូមិសំបូរ  ឃុំសំបូរណ៍  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក លិន ឡុង,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,092994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2014,N/A,,CMRC20261462,46216.08218,1462.មមជ.2026,2024-05-02,COMPLETED,K988MDsT8wZEkbsVe09nsvHBafbiAt1u
341,1,ក្រុមហ៊ុន ស៊ីនប៉ាវស៊ីន ប៊ែក (ខេមបូឌា) ឯ.ក,#គ្មានលេខ ភូមិស្ពានពោធិ៍ ឃុំសេដ្ឋី ស្រុកសាមគ្គីមានជ័យ ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. PENG XIAOWU,នាយកក្រុមហ៊ុន ,  067 496 667,ឧបករណ៍មាត្រាសាស្ត្រ,Plate Form Balance ,TCS-150 SN: 954385,45,2023,Pmax= 150Kg,"d=10g , e= 0.5 (0.1%)",រង់ចាំការអនុម័ត,46216.20808,42,2019-02-25,REVIEWING,
341,2,ក្រុមហ៊ុន ស៊ីនប៉ាវស៊ីន ប៊ែក (ខេមបូឌា) ឯ.ក,#គ្មានលេខ ភូមិស្ពានពោធិ៍ ឃុំសេដ្ឋី ស្រុកសាមគ្គីមានជ័យ ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. PENG XIAOWU,នាយកក្រុមហ៊ុន ,  067 496 667,ឧបករណ៍មាត្រាសាស្ត្រ,Plate Form Balance,TCS-50 SN:733620,45,2025,Pmax= 50Kg,"d=10g , e=0.5 (0.1%)",រង់ចាំការអនុម័ត,46216.20808,42,2019-02-25,REVIEWING,
341,3,ក្រុមហ៊ុន ស៊ីនប៉ាវស៊ីន ប៊ែក (ខេមបូឌា) ឯ.ក,#គ្មានលេខ ភូមិស្ពានពោធិ៍ ឃុំសេដ្ឋី ស្រុកសាមគ្គីមានជ័យ ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. PENG XIAOWU,នាយកក្រុមហ៊ុន ,  067 496 667,ទំនិញវេចខ្ចប់,NA,NA,45,0,NA,,រង់ចាំការអនុម័ត,46216.20808,42,2019-02-25,REVIEWING,
351,1,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ផ្លូវ 42,ក្បាលដីលេខ៨៥៤ ភូមិបឹងខ្នំ សង្កាត់ពន្សាំង ខណ្ឌព្រែកព្នៅ រាជធានីភ្នំពេញ,ភ្នំពេញ,ស្រេង​ វួចលាង,ម្ចាស់,0889977168,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,Q420/2300222,45,2023,5-45L/min,+-1%,CMRC20261465,46216.27546,1465.មមជ.2026,2024-09-07,COMPLETED,CRh0WBfPEquKY3TET2zhnA59PmKlmPDX
351,2,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ផ្លូវ 42,ក្បាលដីលេខ៨៥៤ ភូមិបឹងខ្នំ សង្កាត់ពន្សាំង ខណ្ឌព្រែកព្នៅ រាជធានីភ្នំពេញ,ភ្នំពេញ,ស្រេង​ វួចលាង,ម្ចាស់,0889977168,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,Q420/2300228,45,2023,5-45L/min,+-1%,CMRC20261465,46216.27546,1465.មមជ.2026,2024-09-07,COMPLETED,CRh0WBfPEquKY3TET2zhnA59PmKlmPDX
